statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;45;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;15;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;12;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;-1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;31;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;6;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;-2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-1;1 Raum;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;35;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;21;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;26;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-1;1 Raum;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2023;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-1;1 Raum;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-1;1 Raum;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;8;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;22;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;9;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;9;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;25;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;27;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;-1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-6;6 R‰ume;15;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;6;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-3;3 R‰ume;21;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;10;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-1;1 Raum;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;10;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2023;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;10;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;;Insgesamt;27;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-4;4 R‰ume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2023;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-2;2 R‰ume;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2023;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09184135;Oberschleiﬂheim;RAUM07;Raumzahl;RAUM-5;5 R‰ume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngeb‰uden
